customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,payment_method,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn
CUST01163,Male,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Electronic check,Yes,Yes,Yes,No,87.5,6187.07,0
CUST01164,Male,0,No,No,13,Yes,DSL,One year,Bank transfer,No internet service,No internet service,No internet service,No,54.03,667.64,0
CUST01165,Male,0,Yes,No,23,Yes,DSL,Two year,Electronic check,Yes,No,Yes,Yes,59.83,1279.45,0
CUST01166,Female,0,No,No,6,Yes,No,Month-to-month,Electronic check,No,Yes,No internet service,No,32.59,187.96,0
CUST01167,Female,0,No,Yes,67,Yes,Fiber optic,Month-to-month,Credit card,No internet service,No,Yes,Yes,73.58,4805.92,0
CUST01168,Female,0,No,No,26,No,DSL,One year,Bank transfer,No,No,No internet service,No,65.47,1750.99,0
CUST01169,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,79.37,5769.63,0
CUST01170,Male,1,Yes,Yes,57,Yes,DSL,One year,Bank transfer,No internet service,No,No internet service,Yes,45.2,2902.6,1
CUST01171,Male,0,Yes,Yes,23,Yes,Fiber optic,Two year,Mailed check,No,No,No,Yes,73.41,1671.38,0
CUST01172,Male,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,No,No,Yes,75.31,1053.84,0
CUST01173,Female,0,Yes,Yes,50,Yes,DSL,Two year,Electronic check,Yes,No,No,Yes,71.94,3483.19,0
CUST01174,Female,0,No,No,28,Yes,DSL,Month-to-month,Electronic check,No internet service,No,Yes,No,74.43,2125.27,0
CUST01175,Female,1,Yes,No,14,Yes,No,Two year,Bank transfer,No,Yes,No internet service,Yes,25.81,379.49,0
CUST01176,Female,0,Yes,Yes,30,Yes,No,Two year,Credit card,No internet service,Yes,No,Yes,44.41,1430.76,0
CUST01177,Female,0,Yes,No,4,Yes,DSL,One year,Mailed check,Yes,No,Yes,Yes,55.91,203.25,0
CUST01178,Female,0,No,Yes,36,Yes,Fiber optic,Two year,Credit card,Yes,No,Yes,No,80.23,3089.44,0
CUST01179,Female,0,No,No,41,Yes,DSL,Two year,Bank transfer,No internet service,Yes,No,Yes,73.03,2924.7,0
CUST01180,Female,0,Yes,No,10,No,No,Month-to-month,Mailed check,No internet service,Yes,No internet service,Yes,44.67,408.78,0
CUST01181,Male,0,No,No,61,Yes,No,Month-to-month,Mailed check,Yes,No,No internet service,No,40.11,2362.87,0
CUST01182,Male,0,No,No,53,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No,Yes,Yes,90.2,5090.16,0
CUST01183,Male,0,No,No,34,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,No,No,70.91,2439.89,0
CUST01184,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,Electronic check,No,No,Yes,Yes,84.64,909.19,1
CUST01185,Female,0,No,Yes,43,Yes,DSL,Month-to-month,Mailed check,No,No,No,No,60.8,2341.67,0
CUST01186,Female,1,Yes,No,20,Yes,Fiber optic,One year,Electronic check,Yes,Yes,No internet service,No,74.32,1328.45,0
CUST01187,Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,Credit card,No internet service,No,Yes,Yes,66.07,1963.69,0
CUST01188,Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No,No,94.38,4278.19,0
CUST01189,Male,0,No,Yes,7,Yes,Fiber optic,Month-to-month,Mailed check,No,No internet service,Yes,Yes,85.17,537.27,1
CUST01190,Female,0,Yes,No,5,Yes,DSL,Two year,Mailed check,No,Yes,Yes,Yes,91.47,434.49,0
CUST01191,Female,1,No,No,19,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No,Yes,No,71.34,1461.38,1
CUST01192,Female,0,Yes,No,72,Yes,No,Month-to-month,Mailed check,No,No,Yes,No,29.95,2357.48,1
CUST01193,Female,0,No,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,No,Yes,75.32,5903.16,0
CUST01194,Male,0,No,Yes,36,Yes,Fiber optic,Two year,Bank transfer,No,No internet service,No internet service,No,77.94,2397.19,0
CUST01195,Male,0,No,Yes,54,Yes,No,Month-to-month,Mailed check,No,No,Yes,Yes,32.07,1900.04,0
CUST01196,Male,0,No,No,27,Yes,DSL,One year,Credit card,Yes,Yes,No internet service,Yes,73.4,1954.88,0
CUST01197,Male,0,No,No,30,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No,No,Yes,78.34,2316.02,1
CUST01198,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,Credit card,No,No,Yes,No,68.9,1667.14,0
CUST01199,Male,0,No,No,58,Yes,DSL,One year,Electronic check,No,No internet service,Yes,No,73.03,4359.6,0
CUST01200,Male,0,No,No,72,Yes,No,One year,Credit card,Yes,No,Yes,Yes,41.59,2542.89,0
CUST01201,Male,0,Yes,Yes,29,Yes,Fiber optic,One year,Credit card,No,No,No internet service,No,74.37,2021.13,0
CUST01202,Female,0,No,No,29,Yes,DSL,Month-to-month,Credit card,No internet service,Yes,No,No,52.28,1446.95,0
CUST01203,Male,0,Yes,No,24,Yes,DSL,Two year,Electronic check,No,No internet service,Yes,Yes,64.79,1379.07,0
CUST01204,Male,0,No,No,72,Yes,No,One year,Mailed check,No internet service,No,Yes,Yes,36.5,2758.88,0
CUST01205,Male,0,Yes,No,49,Yes,No,Two year,Credit card,Yes,Yes,Yes,No,34.07,1804.19,0
CUST01206,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Mailed check,No internet service,No,No,Yes,66.35,779.69,0
CUST01207,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Mailed check,No,No,Yes,Yes,85.84,6186.05,0
CUST01208,Male,0,Yes,No,2,Yes,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,68.08,133.33,0
CUST01209,Female,0,Yes,Yes,71,Yes,Fiber optic,One year,Electronic check,No,No,No,Yes,72.14,5055.05,0
CUST01210,Male,0,No,No,55,Yes,Fiber optic,One year,Mailed check,Yes,No,No,Yes,73.54,4280.25,0
CUST01211,Male,1,Yes,No,29,Yes,DSL,Month-to-month,Electronic check,No,Yes,Yes,No,74.97,1861.96,1
CUST01212,Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,No internet service,No,No,61.72,1814.99,0
CUST01213,Female,0,No,Yes,25,Yes,No,Month-to-month,Mailed check,No,No internet service,No,No,21.56,528.67,0
CUST01214,Male,0,Yes,No,13,No,Fiber optic,Month-to-month,Electronic check,No,Yes,No internet service,No,80.58,974.27,1
CUST01215,Female,0,Yes,No,72,Yes,DSL,Two year,Electronic check,No,No,No,Yes,70.35,4785.43,0
CUST01216,Female,0,Yes,Yes,28,Yes,No,Month-to-month,Credit card,No,No internet service,No,Yes,30.54,947.7,0
CUST01217,Male,0,Yes,Yes,12,Yes,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,78.78,838.61,0
CUST01218,Male,0,Yes,Yes,72,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,No internet service,No,No,60.76,4235.61,0
CUST01219,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,77.15,3291.87,0
CUST01220,Female,0,No,No,40,Yes,DSL,Two year,Bank transfer,No,No,No,Yes,75.59,2694.3,0
CUST01221,Male,0,No,Yes,72,Yes,DSL,Month-to-month,Mailed check,Yes,No,No,No,53.06,3621.92,0
CUST01222,Male,1,Yes,No,44,Yes,DSL,Two year,Bank transfer,No,No,No internet service,Yes,52.9,2287.94,0
CUST01223,Male,0,Yes,No,17,Yes,DSL,One year,Electronic check,No,No,No internet service,No,56.83,974.7,0
CUST01224,Male,0,No,No,44,Yes,Fiber optic,One year,Bank transfer,No,Yes,Yes,Yes,104.14,4464.76,1
CUST01225,Female,0,No,No,14,Yes,No,Month-to-month,Electronic check,No internet service,Yes,Yes,Yes,35.63,457.58,0
CUST01226,Male,0,Yes,No,20,Yes,DSL,One year,Credit card,No internet service,Yes,No internet service,No,71.46,1445.38,0
CUST01227,Female,0,Yes,No,35,Yes,Fiber optic,One year,Mailed check,No,Yes,No,Yes,83.14,2831.21,0
CUST01228,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,Electronic check,No,Yes,No internet service,Yes,64.57,3504.15,0
CUST01229,Female,0,No,No,18,Yes,DSL,Two year,Bank transfer,No,No,No,No,58.87,1106.98,0
CUST01230,Female,1,No,No,25,Yes,Fiber optic,Month-to-month,Electronic check,No,Yes,No internet service,No,75.58,1655.13,0
CUST01231,Male,0,No,No,25,No,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,80.42,2115.69,0
CUST01232,Male,0,Yes,No,60,No,Fiber optic,Month-to-month,Credit card,No,Yes,No,Yes,93.91,5421.48,0
CUST01233,Male,0,Yes,No,29,Yes,Fiber optic,One year,Bank transfer,No,No internet service,No,Yes,69.24,2083.79,1
CUST01234,Male,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Bank transfer,No,Yes,Yes,Yes,85.24,6226.71,0
CUST01235,Male,0,Yes,Yes,20,Yes,No,Month-to-month,Mailed check,No,No,Yes,Yes,53.14,1179.48,0
CUST01236,Female,0,Yes,No,18,No,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,69.31,1223.17,0
CUST01237,Female,0,No,Yes,71,Yes,No,Month-to-month,Electronic check,No,Yes,Yes,No,30.26,2044.84,0
CUST01238,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,Bank transfer,No,No,No internet service,No,70.02,2776.42,0
CUST01239,Female,0,No,Yes,72,Yes,DSL,Two year,Bank transfer,Yes,No,No internet service,Yes,58.59,3827.86,0
CUST01240,Female,0,Yes,Yes,69,Yes,DSL,Month-to-month,Electronic check,No internet service,No,No internet service,Yes,61.27,4382.22,0
CUST01241,Male,1,Yes,No,9,Yes,No,Two year,Electronic check,No internet service,No,No internet service,Yes,42.85,348.2,0
CUST01242,Male,0,No,No,28,Yes,Fiber optic,One year,Electronic check,No internet service,No,No internet service,Yes,60.78,1763.03,0
CUST01243,Male,0,No,No,35,Yes,No,One year,Electronic check,No internet service,Yes,No internet service,No,31.44,1061.18,0
CUST01244,Female,1,Yes,Yes,33,Yes,Fiber optic,Two year,Electronic check,Yes,No internet service,Yes,Yes,70.11,1981.8,0
CUST01245,Male,1,No,No,25,Yes,Fiber optic,Month-to-month,Mailed check,Yes,Yes,Yes,No,90.68,2457.83,0
CUST01246,Male,0,Yes,No,33,Yes,No,One year,Mailed check,No,No internet service,No internet service,No,20.58,505.07,0
CUST01247,Male,0,Yes,No,34,Yes,No,Month-to-month,Mailed check,No,No,No,No,18.0,596.26,0
CUST01248,Female,0,Yes,No,18,Yes,No,Month-to-month,Electronic check,No,Yes,No,No,38.86,696.95,0
CUST01249,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Mailed check,No,No,No,No,72.08,3422.17,0
CUST01250,Male,0,No,Yes,72,Yes,No,One year,Credit card,No internet service,No,Yes,No,22.99,1673.3,0
CUST01251,Female,0,Yes,No,47,Yes,DSL,Two year,Electronic check,No,No,Yes,Yes,57.48,2520.87,0
CUST01252,Female,0,No,No,38,Yes,No,Month-to-month,Electronic check,No,No internet service,No,No,26.66,975.19,0
CUST01253,Female,1,No,Yes,27,Yes,No,One year,Mailed check,No internet service,No,No,Yes,18.0,521.97,0
CUST01254,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Electronic check,No,No internet service,No,Yes,73.82,2557.84,0
CUST01255,Male,0,Yes,No,37,Yes,DSL,Month-to-month,Electronic check,No,Yes,No,No,77.72,2747.56,0
CUST01256,Female,0,Yes,No,13,Yes,DSL,Month-to-month,Mailed check,No,Yes,No,No,72.34,910.39,0
CUST01257,Female,1,No,No,56,Yes,No,One year,Mailed check,No internet service,No,No,Yes,20.01,1237.46,0
CUST01258,Male,1,No,No,21,Yes,No,Month-to-month,Credit card,No internet service,No internet service,No,No,27.19,575.74,0
CUST01259,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,Credit card,No,No,No,Yes,61.99,4097.9,0
CUST01260,Male,0,Yes,No,32,No,No,Month-to-month,Mailed check,No,No internet service,No internet service,No,26.09,789.64,0
CUST01261,Female,0,Yes,No,57,Yes,Fiber optic,One year,Mailed check,No internet service,No,No,No,69.39,3546.63,0
CUST01262,Male,0,No,No,46,Yes,No,Two year,Credit card,No,No internet service,No internet service,Yes,18.0,785.26,0
CUST01263,Female,0,Yes,Yes,10,Yes,DSL,Month-to-month,Mailed check,No,No internet service,No internet service,Yes,63.99,699.12,0
CUST01264,Male,0,No,No,69,Yes,DSL,One year,Credit card,No,No,No internet service,No,43.18,2885.14,0
CUST01265,Female,0,Yes,No,16,No,Fiber optic,One year,Bank transfer,No,No,No,Yes,62.51,886.55,0
CUST01266,Female,0,Yes,No,20,No,DSL,Month-to-month,Electronic check,No,No,No,No,50.48,1019.86,0
CUST01267,Female,0,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No internet service,No,Yes,67.96,1359.4,1
CUST01268,Female,0,No,No,7,No,No,Two year,Electronic check,No,No,No,Yes,35.39,252.51,0
CUST01269,Male,0,No,No,33,Yes,DSL,Month-to-month,Credit card,No,No,Yes,No,73.03,2320.9,0
CUST01270,Female,0,Yes,Yes,59,No,Fiber optic,Month-to-month,Electronic check,Yes,No internet service,Yes,Yes,80.84,5156.7,0
CUST01271,Female,0,No,Yes,72,Yes,DSL,Two year,Bank transfer,No,No,Yes,Yes,67.47,4451.02,0
CUST01272,Female,0,No,No,25,Yes,No,Two year,Mailed check,No,No,No,No,24.91,559.5,0
CUST01273,Male,0,No,No,28,Yes,DSL,One year,Credit card,No,No,Yes,Yes,77.97,2282.78,1
CUST01274,Male,0,No,Yes,48,Yes,Fiber optic,Two year,Bank transfer,Yes,No,No,Yes,57.47,2316.5,0
CUST01275,Male,1,No,Yes,26,Yes,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,86.17,2168.65,0
CUST01276,Male,0,No,Yes,63,Yes,Fiber optic,One year,Electronic check,Yes,Yes,Yes,Yes,83.93,5478.17,0
CUST01277,Male,1,Yes,No,27,Yes,DSL,Month-to-month,Mailed check,Yes,No internet service,No,No,63.02,1406.14,0
CUST01278,Male,1,Yes,No,14,Yes,DSL,Two year,Credit card,No internet service,No,No internet service,Yes,63.06,869.18,0
CUST01279,Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,No internet service,No,No,77.87,2317.38,1
CUST01280,Male,0,Yes,Yes,8,Yes,DSL,Month-to-month,Mailed check,No,No,No internet service,Yes,71.67,487.85,0
CUST01281,Male,0,Yes,Yes,33,Yes,DSL,Month-to-month,Credit card,No internet service,No internet service,Yes,No,56.03,1674.05,0
CUST01282,Male,0,No,Yes,38,Yes,Fiber optic,One year,Mailed check,Yes,No,No,Yes,80.04,2941.64,0
CUST01283,Female,0,Yes,No,16,Yes,DSL,Month-to-month,Electronic check,No internet service,No,Yes,No,66.49,990.0,0
CUST01284,Male,0,No,Yes,37,Yes,DSL,One year,Credit card,No,No internet service,No,No,55.31,2164.13,0
CUST01285,Female,1,No,No,23,Yes,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,96.27,2182.7,0
CUST01286,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Credit card,No,No internet service,Yes,Yes,85.62,1214.66,1
CUST01287,Male,0,No,No,7,Yes,Fiber optic,One year,Mailed check,No,No,No,Yes,68.66,426.94,0
CUST01288,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Bank transfer,No,Yes,No,Yes,87.66,785.54,1
CUST01289,Female,0,No,Yes,72,Yes,Fiber optic,One year,Electronic check,Yes,No,Yes,No,79.63,6445.0,0
CUST01290,Male,0,No,Yes,23,Yes,Fiber optic,Two year,Mailed check,No,No internet service,No internet service,Yes,68.54,1467.33,0
CUST01291,Female,0,Yes,No,37,Yes,Fiber optic,One year,Electronic check,No,No,No,Yes,67.15,2333.02,0
CUST01292,Male,0,Yes,No,25,Yes,DSL,Month-to-month,Bank transfer,No internet service,No,No,Yes,61.44,1391.23,0
CUST01293,Female,0,Yes,No,72,Yes,Fiber optic,Month-to-month,Electronic check,Yes,Yes,No,Yes,75.09,5746.51,0
CUST01294,Female,0,Yes,No,15,Yes,DSL,Two year,Electronic check,No,No,Yes,Yes,68.24,1069.55,0
CUST01295,Male,0,Yes,No,30,Yes,No,One year,Mailed check,No,No internet service,No internet service,Yes,32.1,913.66,0
CUST01296,Male,0,No,No,20,Yes,Fiber optic,Two year,Mailed check,Yes,No internet service,No,Yes,72.88,1367.33,0
CUST01297,Female,1,Yes,No,56,Yes,Fiber optic,Month-to-month,Bank transfer,No,No,Yes,Yes,95.81,4903.56,0
CUST01298,Male,0,No,Yes,37,Yes,Fiber optic,One year,Bank transfer,No,Yes,Yes,Yes,88.11,3128.85,1
CUST01299,Male,0,Yes,Yes,29,Yes,No,Month-to-month,Bank transfer,No,Yes,Yes,No,51.79,1579.1,0
CUST01300,Female,0,No,Yes,10,Yes,Fiber optic,One year,Mailed check,No,Yes,No,No,87.81,863.09,0
CUST01301,Male,0,Yes,No,72,Yes,Fiber optic,Two year,Mailed check,Yes,No internet service,No,Yes,84.2,6487.59,0
CUST01302,Female,0,Yes,No,25,Yes,No,Two year,Electronic check,No,No,No internet service,No,40.78,947.72,0
CUST01303,Male,0,No,Yes,13,No,Fiber optic,Month-to-month,Mailed check,No internet service,Yes,Yes,Yes,73.91,786.06,0
CUST01304,Male,1,Yes,Yes,7,Yes,Fiber optic,Two year,Credit card,No internet service,No,No,No,74.12,603.09,0
CUST01305,Male,0,No,No,8,Yes,DSL,Month-to-month,Mailed check,Yes,No internet service,Yes,Yes,66.11,526.25,0
CUST01306,Male,0,Yes,No,29,Yes,DSL,Month-to-month,Credit card,No,No,No,No,59.89,1796.72,1
CUST01307,Female,0,No,Yes,57,Yes,No,One year,Electronic check,No internet service,No internet service,No,No,21.82,1150.3,0
CUST01308,Female,0,No,No,35,Yes,DSL,Month-to-month,Bank transfer,Yes,No,No internet service,No,54.65,1692.06,0
CUST01309,Female,0,No,No,7,Yes,DSL,Month-to-month,Bank transfer,Yes,Yes,No,Yes,58.2,403.67,0
CUST01310,Male,0,Yes,No,29,Yes,DSL,One year,Bank transfer,Yes,No internet service,Yes,No,67.78,1652.26,0
CUST01311,Male,0,Yes,No,68,Yes,No,One year,Bank transfer,Yes,Yes,No internet service,Yes,40.47,2645.47,0
CUST01312,Female,0,Yes,Yes,22,Yes,Fiber optic,One year,Electronic check,No internet service,No internet service,No internet service,Yes,68.05,1574.29,1
CUST01313,Male,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,No,Yes,No,77.37,2738.8,0
CUST01314,Male,0,Yes,No,23,Yes,No,One year,Mailed check,No,No internet service,No internet service,No,19.42,445.7,0
CUST01315,Male,0,No,Yes,41,No,Fiber optic,Month-to-month,Mailed check,No,Yes,No,No,72.05,3255.55,0
CUST01316,Female,0,No,No,15,Yes,No,Month-to-month,Electronic check,No internet service,No,No internet service,No,23.11,348.82,0
CUST01317,Male,0,No,Yes,1,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No internet service,No,No,74.75,63.29,1
CUST01318,Male,0,Yes,No,10,Yes,Fiber optic,One year,Credit card,Yes,No internet service,Yes,Yes,90.06,873.19,0
CUST01319,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Electronic check,Yes,No internet service,No internet service,Yes,62.46,1392.57,1
CUST01320,Female,1,No,No,27,Yes,No,Month-to-month,Mailed check,No internet service,Yes,No,Yes,32.76,847.67,1
CUST01321,Female,0,Yes,No,21,Yes,DSL,Two year,Electronic check,No,No,No internet service,No,68.43,1595.8,0
CUST01322,Female,0,Yes,No,20,Yes,DSL,Two year,Bank transfer,No,No,Yes,No,57.57,1210.88,0
CUST01323,Male,0,Yes,Yes,57,Yes,No,One year,Bank transfer,No,No,No,Yes,35.14,1905.65,0
CUST01324,Male,0,No,No,12,Yes,Fiber optic,Two year,Credit card,Yes,No,No,No,68.49,743.28,0
CUST01325,Male,0,No,Yes,29,Yes,Fiber optic,Two year,Bank transfer,No,No,No,Yes,77.69,2261.55,0
CUST01326,Female,0,Yes,No,8,Yes,DSL,One year,Electronic check,No internet service,No,No,Yes,57.26,489.66,0
CUST01327,Male,0,No,No,47,Yes,No,Month-to-month,Electronic check,No internet service,Yes,No,No,36.67,1498.57,0
CUST01328,Female,1,Yes,Yes,35,Yes,Fiber optic,One year,Electronic check,No,No internet service,No,Yes,84.87,2936.07,0
CUST01329,Male,0,Yes,Yes,72,Yes,No,Two year,Bank transfer,Yes,No internet service,No,Yes,24.03,1448.32,0
CUST01330,Female,1,No,No,12,Yes,Fiber optic,One year,Credit card,No internet service,No,No,No,79.97,917.64,0
CUST01331,Female,0,Yes,Yes,72,Yes,No,Month-to-month,Electronic check,No,No internet service,No,Yes,27.2,1692.39,0
CUST01332,Male,0,No,No,13,Yes,Fiber optic,Two year,Mailed check,No,No internet service,No,Yes,65.71,870.76,1
CUST01333,Female,0,Yes,Yes,22,Yes,Fiber optic,One year,Bank transfer,Yes,Yes,No internet service,No,78.84,1616.14,0
CUST01334,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,No,No,Yes,70.34,671.72,0
CUST01335,Male,0,No,No,72,Yes,Fiber optic,Two year,Bank transfer,No,No internet service,No,No,60.71,4118.32,0
CUST01336,Male,0,Yes,No,38,Yes,Fiber optic,One year,Mailed check,No,No,Yes,No,83.67,2975.31,0
CUST01337,Male,0,No,Yes,39,Yes,DSL,Two year,Electronic check,No,Yes,Yes,Yes,80.26,2713.64,0
CUST01338,Female,0,Yes,No,14,Yes,Fiber optic,Two year,Mailed check,Yes,No,No,No,78.5,1107.1,0
CUST01339,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,83.44,169.29,1
CUST01340,Female,0,Yes,No,21,Yes,DSL,Two year,Bank transfer,No,No,No internet service,Yes,66.63,1463.29,0
CUST01341,Male,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Electronic check,No,Yes,No internet service,No,75.18,1388.24,0
CUST01342,Female,1,No,No,5,Yes,DSL,Two year,Mailed check,No,Yes,No,Yes,63.88,321.98,0
CUST01343,Female,0,Yes,No,22,Yes,DSL,Two year,Credit card,No internet service,No internet service,No,Yes,65.71,1477.0,0
CUST01344,Male,0,Yes,No,29,Yes,Fiber optic,Two year,Mailed check,No internet service,No,No,Yes,75.12,2241.17,0
CUST01345,Female,0,No,No,40,Yes,DSL,Two year,Electronic check,No,No internet service,No,Yes,58.86,2456.9,0
CUST01346,Male,1,No,No,3,Yes,No,Two year,Credit card,No,No,No,Yes,18.0,47.15,0
CUST01347,Male,0,No,Yes,10,Yes,No,Month-to-month,Electronic check,No internet service,No internet service,No,Yes,20.75,196.64,0
CUST01348,Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,No,No,84.66,1026.88,1
CUST01349,Male,1,No,No,59,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No,56.39,3337.82,0
CUST01350,Male,1,No,No,58,Yes,DSL,Two year,Credit card,No,No internet service,No,Yes,40.28,2556.07,0
CUST01351,Female,0,No,No,37,Yes,Fiber optic,One year,Electronic check,No,No,Yes,Yes,85.55,3300.65,0
CUST01352,Female,0,Yes,No,22,Yes,DSL,One year,Mailed check,No,No,No,Yes,54.73,1128.81,1
CUST01353,Female,0,Yes,No,61,Yes,No,Month-to-month,Credit card,No,No internet service,No internet service,Yes,28.75,1780.72,0
CUST01354,Male,0,No,No,34,No,No,One year,Bank transfer,No internet service,No,Yes,No,45.61,1557.6,0
CUST01355,Female,0,No,No,59,Yes,DSL,Month-to-month,Electronic check,No,No,No internet service,No,50.9,2992.05,0
CUST01356,Female,0,Yes,No,38,Yes,Fiber optic,Two year,Electronic check,Yes,No,No internet service,Yes,58.64,1980.45,0
CUST01357,Female,0,Yes,No,6,Yes,Fiber optic,Two year,Electronic check,No,No internet service,No,No,69.79,448.91,1
CUST01358,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No,No,No,66.52,119.41,1
CUST01359,Female,0,No,No,20,Yes,DSL,Two year,Mailed check,No internet service,No,Yes,Yes,66.8,1274.98,0
CUST01360,Female,0,No,No,51,Yes,Fiber optic,Month-to-month,Mailed check,No,No,Yes,No,84.3,4501.97,0
CUST01361,Female,1,Yes,No,18,Yes,DSL,Month-to-month,Credit card,Yes,Yes,No,Yes,69.61,1195.17,0
CUST01362,Female,0,No,No,69,No,No,One year,Bank transfer,No,No internet service,No internet service,No,25.37,1725.24,0
CUST01363,Female,0,No,No,48,Yes,Fiber optic,One year,Credit card,Yes,No internet service,No internet service,No,80.47,3817.65,0
CUST01364,Female,0,No,No,65,No,Fiber optic,Month-to-month,Mailed check,No internet service,No,Yes,Yes,85.37,5463.67,0
CUST01365,Male,0,Yes,No,21,Yes,No,Month-to-month,Mailed check,No,No,No,Yes,23.55,488.64,0
CUST01366,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Bank transfer,No internet service,Yes,No,Yes,85.08,1015.83,0
CUST01367,Female,0,No,Yes,11,Yes,Fiber optic,Month-to-month,Mailed check,Yes,Yes,No,No,67.64,733.05,0
CUST01368,Female,1,No,No,41,Yes,Fiber optic,Month-to-month,Electronic check,No internet service,No internet service,No,No,80.51,3027.98,0
CUST01369,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Credit card,No internet service,No,No internet service,Yes,72.18,377.43,1
CUST01370,Male,1,No,No,7,Yes,Fiber optic,Two year,Bank transfer,No,No,No,No,62.39,458.51,0
CUST01371,Male,1,No,No,17,Yes,No,Month-to-month,Electronic check,No internet service,Yes,Yes,Yes,37.67,674.37,0
CUST01372,Female,1,Yes,No,33,Yes,DSL,Month-to-month,Mailed check,No,Yes,No,Yes,75.3,2493.9,0
CUST01373,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Electronic check,No,No,Yes,Yes,73.86,1111.27,0
CUST01374,Female,1,No,Yes,58,Yes,Fiber optic,Month-to-month,Bank transfer,Yes,Yes,No internet service,No,83.28,4424.19,0
CUST01375,Male,0,No,No,66,Yes,Fiber optic,One year,Mailed check,Yes,No,No internet service,No,79.03,4221.29,0
CUST01376,Male,0,Yes,Yes,1,Yes,No,Month-to-month,Credit card,Yes,No internet service,Yes,Yes,33.2,31.96,1
CUST01377,Male,0,Yes,No,39,Yes,DSL,Month-to-month,Mailed check,No,No,No,No,52.08,1720.74,0
CUST01378,Male,0,Yes,No,18,Yes,DSL,Two year,Mailed check,No,No internet service,No internet service,No,58.49,1045.35,0
CUST01379,Male,0,No,Yes,52,Yes,Fiber optic,Two year,Bank transfer,Yes,Yes,No,Yes,68.72,3828.21,0
CUST01380,Male,0,No,No,40,No,Fiber optic,Month-to-month,Credit card,Yes,No,No,Yes,68.09,2551.66,0
CUST01381,Male,0,Yes,No,32,Yes,No,Month-to-month,Credit card,No,No internet service,No internet service,Yes,18.0,541.95,0
CUST01382,Female,0,Yes,No,25,Yes,Fiber optic,Two year,Mailed check,No internet service,No internet service,Yes,Yes,79.62,1810.54,0
CUST01383,Female,1,Yes,No,7,Yes,DSL,One year,Mailed check,No,No,No,Yes,48.85,336.17,0
CUST01384,Male,0,Yes,No,72,Yes,DSL,Two year,Bank transfer,No,No,Yes,No,67.67,4763.46,0
CUST01385,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Credit card,No internet service,Yes,Yes,Yes,97.06,793.75,0
